Transaction_ID,Transaction_Date,Store_ID,Number_of_EMI,Purchased_in_Sale,Var1,Var2,Var3,Client_ID,Gender,DOB,Referred_Friend,Sales_Executive_ID,Sales_Executive_Category,Lead_Source_Category,Payment_Mode,Product_Category,Transaction_Amount
TRA98825263,1-Jan-03,STO1244,2,N,1,2,1,345821388,M,4-Jan-54,NO,SD23000239,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98825581,1-Jan-03,STO1281,2,N,1,1,1,345821625,M,1-Aug-53,NO,SD23000265,B,Advertisment,Credit/Debit Card,Cat B,19200
TRA98825087,1-Jan-03,STO1264,2,N,1,1,1,345821258,M,6-Jan-54,NO,SD23001965,B,Advertisment,Credit/Debit Card,Cat B,19800
TRA98824369,1-Jan-03,STO1260,2,N,1,2,1,345820730,F,3-Jan-53,NO,SD23001466,B,Advertisment,Credit/Debit Card,Cat B,18000
TRA98826219,1-Jan-03,STO1247,2,N,1,2,1,345822119,M,5-Oct-51,NO,SD23000766,B,Advertisment,Credit/Debit Card,Cat B,18600
TRA98824380,1-Jan-03,STO1392,2,N,1,1,1,345654857,M,14-Feb-50,NO,SD23007856,A,Walkin,Credit/Debit Card,Cat B,19200
TRA98824760,1-Jan-03,STO1247,2,N,1,2,1,345821024,M,1-Mar-49,NO,SD23000185,B,Advertisment,Credit/Debit Card,Cat B,20400
TRA98826755,1-Jan-03,STO1244,2,N,1,1,1,345822514,M,4-Jan-80,NO,SD23001336,B,Advertisment,Credit/Debit Card,Cat A,22804
TRA98826104,1-Jan-03,STO1266,2,N,1,1,1,345822030,M,6-Jun-76,NO,SD23000439,B,Advertisment,Credit/Debit Card,Cat B,24180
TRA98826236,1-Jan-03,STO1247,2,N,1,1,1,345822129,M,4-Jan-47,NO,SD23000157,C,Other,Cash,Cat A,24738
TRA98823926,1-Jan-03,STO1244,2,N,1,1,1,345820408,F,4-Jan-73,NO,SD23000143,B,Advertisment,Credit/Debit Card,Cat B,24115
TRA98825134,1-Jan-03,STO1246,2,N,1,1,1,345821291,M,2-Jan-81,NO,SD23010025,A,Walkin,Credit/Debit Card,Cat B,21700
TRA98824766,1-Jan-03,STO1242,2,N,1,1,1,345821028,F,8-Mar-78,YES,SD23011707,B,Advertisment,Cash,Cat B,26600
TRA98825378,1-Jan-03,STO1244,2,N,1,2,1,345821475,M,10-Jan-75,NO,SD23000356,B,Advertisment,Credit/Debit Card,Cat B,21700
TRA98824976,1-Jan-03,STO1244,2,N,1,1,1,345821182,M,3-Jan-73,NO,SD23000969,B,Advertisment,Credit/Debit Card,Cat B,26600
TRA98826092,1-Jan-03,STO1244,2,N,1,2,1,345822018,M,5-Jan-71,NO,SD23000143,B,Advertisment,Credit/Debit Card,Cat B,28000
TRA98825002,1-Jan-03,STO1340,2,N,1,1,1,345821198,F,5-Jan-71,NO,SD23015434,A,Walkin,Credit/Debit Card,Cat B,28000
TRA98826689,1-Jan-03,STO1251,2,N,1,1,1,345822473,M,7-Jul-70,YES,SD23011686,B,Advertisment,Credit/Debit Card,Cat B,21000
TRA98826193,1-Jan-03,STO1271,2,N,1,1,1,345822099,M,15-Sep-64,NO,SD23012010,B,Advertisment,Credit/Debit Card,Cat B,24500
TRA98826577,1-Jan-03,STO1319,2,N,1,2,1,345822396,M,5-Jan-65,NO,SD23001946,B,Advertisment,Credit/Debit Card,Cat B,26600
TRA98825554,1-Jan-03,STO1260,2,N,1,2,1,345821602,M,5-Jan-63,NO,SD23000700,B,Advertisment,Credit/Debit Card,Cat B,23800
TRA98825195,1-Jan-03,STO1291,2,N,1,1,1,345821336,M,22-Nov-53,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,26600
TRA98825661,1-Jan-03,STO1247,2,N,1,1,1,345821688,M,4-Jan-78,NO,SD23002703,B,Advertisment,Credit/Debit Card,Cat B,30000
TRA98826432,1-Jan-03,STO1250,2,N,1,1,1,345822284,M,11-Apr-81,NO,SD23011854,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98825459,1-Jan-03,STO1271,2,N,1,1,1,345821532,M,11-Jan-76,NO,SD23012264,B,Advertisment,Credit/Debit Card,Cat B,24000
TRA98824855,1-Jan-03,STO1244,2,N,1,2,1,345821091,M,6-Jan-63,NO,SD23002179,B,Advertisment,Credit/Debit Card,Cat B,30400
TRA98826706,1-Jan-03,STO1291,2,N,1,2,1,345822484,M,16-May-58,NO,SD23011738,B,Advertisment,Cheque,Cat A,26418
TRA98825169,1-Jan-03,STO1260,2,N,1,2,1,345821319,F,5-Jan-63,NO,SD23000176,B,Advertisment,Credit/Debit Card,Cat B,32486
TRA98824910,1-Jan-03,STO1247,2,N,1,2,1,345821131,F,4-Mar-52,NO,SD23000349,B,Advertisment,Credit/Debit Card,Cat B,31780
TRA98824051,1-Jan-03,STO1247,2,N,1,1,1,345820502,M,22-Apr-65,NO,SD23001352,B,Advertisment,Credit/Debit Card,Cat C,34247
TRA98825747,1-Jan-03,STO1247,2,N,1,1,1,345821760,M,4-Jan-58,NO,SD23000195,B,Advertisment,Credit/Debit Card,Cat B,32687
TRA98825237,1-Jan-03,STO1468,2,N,1,1,1,345821370,F,6-Jul-77,YES,SD23005285,B,Reference,Cheque,Cat B,33000
TRA98825723,1-Jan-03,STO1327,2,N,1,2,1,345821745,M,3-Aug-81,NO,SD23012302,B,Advertisment,Cash,Cat B,35000
TRA98824986,1-Jan-03,STO1282,2,N,1,1,1,345821188,F,17-May-80,YES,SD23012513,B,Advertisment,Cheque,Cat B,33000
TRA98824211,1-Jan-03,STO1279,2,N,1,2,1,345820620,F,9-Nov-80,NO,SD23000478,B,Advertisment,Credit/Debit Card,Cat B,36000
TRA98825092,1-Jan-03,STO1283,2,N,1,2,1,345821260,F,5-Jul-80,NO,SD23011682,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98825898,1-Jan-03,STO1239,2,N,1,1,1,345821875,M,7-Jul-79,NO,SD23011763,B,Advertisment,Credit/Debit Card,Cat B,31000
TRA98824139,1-Jan-03,STO1244,2,N,1,1,1,345820563,M,4-Jan-80,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98825598,1-Jan-03,STO1297,2,N,1,1,1,345821641,M,20-Mar-79,NO,SD23002408,A,Walkin,Credit/Debit Card,Cat B,36000
TRA98826795,1-Jan-03,STO1291,2,N,1,1,1,345822541,F,17-Jul-79,YES,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98826086,1-Jan-03,STO1244,2,N,1,1,1,345822015,M,7-Jan-78,NO,SD23013746,A,Walkin,Credit/Debit Card,Cat B,33000
TRA98826390,1-Jan-03,STO1247,2,N,1,2,1,345822255,M,3-Jan-78,NO,SD23011736,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98825150,1-Jan-03,STO1264,2,N,1,1,1,345821305,M,5-Jan-78,NO,SD23000765,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98824232,1-Jan-03,STO1247,2,N,1,2,1,345820636,F,5-Mar-76,NO,SD23000349,B,Advertisment,Credit/Debit Card,Cat B,34000
TRA98826438,1-Jan-03,STO1314,2,N,1,1,1,345822290,M,15-Jan-75,YES,SD23021263,B,Advertisment,Cheque,Cat B,34000
TRA98825574,1-Jan-03,STO1282,2,N,1,2,1,345821618,F,4-Jun-75,NO,SD23012513,B,Advertisment,Credit/Debit Card,Cat B,31000
TRA98826323,1-Jan-03,STO1260,2,N,1,1,1,345822198,M,20-Jul-75,NO,SD23017208,A,Walkin,Credit/Debit Card,Cat B,39000
TRA98824163,1-Jan-03,STO1233,2,N,1,1,1,345820581,M,25-Jul-74,NO,SD23011684,B,Advertisment,Cash,Cat B,38000
TRA98825585,1-Jan-03,STO1244,2,N,1,2,1,345821628,F,4-Jan-75,NO,SD23000239,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98825748,1-Jan-03,STO1247,2,N,1,2,1,345821762,F,7-Feb-74,NO,SD23000157,C,Other,Cheque,Cat B,40000
TRA98826333,1-Jan-03,STO1282,2,N,1,1,1,345822206,M,11-Feb-74,NO,SD23012513,B,Advertisment,Cheque,Cat B,36000
TRA98824235,1-Jan-03,STO1291,2,N,1,1,1,345820640,M,13-Jun-74,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98825047,1-Jan-03,STO1291,2,N,1,1,1,345821230,M,22-Aug-74,NO,SD23011738,B,Advertisment,Cheque,Cat B,32000
TRA98824145,1-Jan-03,STO1244,2,N,1,2,1,345820568,M,6-Jan-74,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,36000
TRA98826644,1-Jan-03,STO1244,2,N,1,2,1,345822440,F,6-Jan-74,NO,SD23002304,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98824298,1-Jan-03,STO1247,2,N,1,1,1,345820682,F,21-Aug-73,NO,SD23000656,B,Advertisment,Credit/Debit Card,Cat B,35000
TRA98824135,1-Jan-03,STO1264,2,N,1,1,1,345820561,M,4-Jan-74,NO,SD23001313,B,Advertisment,Credit/Debit Card,Cat B,36000
TRA98826075,1-Jan-03,STO1260,2,N,1,2,1,345822007,M,6-Jan-74,NO,SD23000700,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98826366,1-Jan-03,STO1308,2,N,1,1,1,345822232,M,7-May-73,YES,SD23011962,B,Advertisment,Cheque,Cat B,38000
TRA98825147,1-Jan-03,STO1301,2,N,1,1,1,345821304,M,6-Mar-73,NO,SD23011740,B,Advertisment,Cheque,Cat B,33000
TRA98826154,1-Jan-03,STO1332,2,N,1,1,1,345822064,F,17-Mar-72,NO,SD23011797,B,Advertisment,Credit/Debit Card,Cat B,31000
TRA98823806,1-Jan-03,STO1242,2,N,1,1,1,345820319,M,1-Jun-71,NO,SD23011707,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98826330,1-Jan-03,STO1247,2,N,1,2,1,345822204,M,7-Apr-71,NO,SD23000999,B,Advertisment,Credit/Debit Card,Cat B,36000
TRA98826327,1-Jan-03,STO1264,2,N,1,1,1,345822201,M,4-Jan-72,NO,SD23000933,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98826415,1-Jan-03,STO1241,2,N,1,1,1,345822271,F,14-Feb-70,NO,SD23000288,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98824324,1-Jan-03,STO1244,2,N,1,1,1,345820697,M,6-Jan-71,NO,SD23002044,B,Advertisment,Credit/Debit Card,Cat B,37000
TRA98826186,1-Jan-03,STO1252,2,N,1,1,1,345822095,F,25-Oct-70,YES,SD23011960,B,Advertisment,Other,Cat B,34000
TRA98825903,1-Jan-03,STO1233,2,N,1,1,1,345821878,M,23-Oct-69,NO,SD23011684,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98825125,1-Jan-03,STO1281,2,N,1,1,1,345816280,M,23-Jul-69,YES,SD23000157,C,Other,Cash,Cat B,36000
TRA98824087,1-Jan-03,STO1264,2,N,1,1,1,345820530,M,31-Dec-69,NO,SD23004558,A,Walkin,Credit/Debit Card,Cat B,39000
TRA98824438,1-Jan-03,STO1272,2,N,1,1,1,345820776,M,27-Jul-69,NO,SD23001390,A,Walkin,Cheque,Cat B,36000
TRA98826148,1-Jan-03,STO1314,2,N,1,1,1,345822060,F,8-Aug-69,YES,SD23021263,B,Advertisment,Cash,Cat B,35000
TRA98824663,1-Jan-03,STO1271,2,N,1,1,1,345820946,M,28-Dec-69,NO,SD23014058,A,Walkin,Credit/Debit Card,Cat B,33000
TRA98825102,1-Jan-03,STO1327,2,N,1,1,1,345821269,F,5-Jun-69,YES,SD23012302,B,Advertisment,Cash,Cat B,36000
TRA98823944,1-Jan-03,STO1239,2,N,1,1,1,345820422,M,4-Jul-68,NO,SD23011763,B,Advertisment,Credit/Debit Card,Cat B,34000
TRA98826769,1-Jan-03,STO1252,2,N,1,1,1,345822526,M,17-Jul-68,NO,SD23011960,B,Advertisment,Cheque,Cat B,37000
TRA98824788,1-Jan-03,STO1291,2,N,1,1,1,345821044,M,1-Nov-68,NO,SD23011738,B,Advertisment,Cash,Cat B,39000
TRA98824208,1-Jan-03,STO1264,2,N,1,1,1,345820618,M,4-Jan-68,NO,SD23001313,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98824349,1-Jan-03,STO1264,2,N,1,1,1,345820715,F,4-Jul-65,NO,SD23011756,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98826762,1-Jan-03,STO1271,2,N,1,1,1,345822521,M,11-Jul-65,NO,SD23012010,B,Advertisment,Credit/Debit Card,Cat B,36000
TRA98825018,1-Jan-03,STO1327,2,N,1,2,1,345821211,M,27-Jul-65,NO,SD23012302,B,Advertisment,Cash,Cat B,30000
TRA98825044,1-Jan-03,STO1327,2,N,1,1,1,345821229,M,6-Jun-65,NO,SD23012302,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98824375,1-Jan-03,STO1247,2,N,1,2,1,345820733,F,16-Feb-64,NO,SD23000443,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98824188,1-Jan-03,STO1266,2,N,1,1,1,345820604,M,3-Jan-65,NO,SD23000439,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98825998,1-Jan-03,STO1301,2,N,1,1,1,345821958,M,4-Jul-64,NO,SD23011740,B,Advertisment,Cheque,Cat B,35000
TRA98825881,1-Jan-03,STO1244,2,N,1,2,1,345821859,F,6-Jan-64,NO,SD23000356,B,Advertisment,Credit/Debit Card,Cat B,37000
TRA98825145,1-Jan-03,STO1247,2,N,1,1,1,345821303,F,5-Jan-64,NO,SD23000487,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98824277,1-Jan-03,STO1264,2,N,1,1,1,345820669,F,6-Jan-64,NO,SD23000757,B,Advertisment,Credit/Debit Card,Cat B,30000
TRA98824345,1-Jan-03,STO1244,2,N,1,2,1,345820711,F,6-Jan-63,NO,SD23002864,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98823976,1-Jan-03,STO1247,2,N,1,2,1,345820452,M,6-Jan-63,NO,SD23000217,B,Advertisment,Credit/Debit Card,Cat B,30000
TRA98826688,1-Jan-03,STO1283,2,N,1,1,1,345822472,M,9-Jul-62,NO,SD23001817,B,Advertisment,Credit/Debit Card,Cat B,37000
TRA98825381,1-Jan-03,STO1247,2,N,1,2,1,345821476,F,16-Feb-61,NO,SD23000157,C,Other,Cheque,Cat B,36000
TRA98824768,1-Jan-03,STO1281,2,N,1,1,1,345821029,M,5-Jun-61,NO,SD23011859,B,Advertisment,Cash,Cat B,34000
TRA98824705,1-Jan-03,STO1271,2,N,1,1,1,345820974,M,15-Jun-61,NO,SD23012010,B,Advertisment,Credit/Debit Card,Cat B,31000
TRA98826107,1-Jan-03,STO1259,2,N,1,1,1,345822033,M,4-Jan-62,YES,SD23001782,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98824617,1-Jan-03,STO1247,2,N,1,1,1,345820912,F,6-Feb-60,NO,SD23000230,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98824252,1-Jan-03,STO1332,2,N,1,1,1,345820651,M,2-Jan-61,YES,SD23011797,B,Advertisment,Cheque,Cat B,40000
TRA98825994,1-Jan-03,STO1255,2,N,1,1,1,345821952,M,5-Mar-59,NO,SD23012671,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98825577,1-Jan-03,STO1271,2,N,1,1,1,345821622,M,6-Sep-58,NO,SD23012010,B,Advertisment,Cheque,Cat B,30000
TRA98826343,1-Jan-03,STO1247,2,N,1,1,1,345822214,M,6-Jan-58,NO,SD23000157,C,Other,Cash,Cat B,31000
TRA98824820,1-Jan-03,STO1264,2,N,1,1,1,345821069,M,5-Jan-58,NO,SD23001965,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98824091,1-Jan-03,STO1327,2,N,1,1,1,345820532,M,19-Jul-57,NO,SD23012302,B,Advertisment,Credit/Debit Card,Cat B,40000
TRA98824905,1-Jan-03,STO1291,2,N,1,1,1,345821126,M,7-Dec-56,NO,SD23011738,B,Advertisment,Cheque,Cat B,35000
TRA98826630,1-Jan-03,STO1259,2,N,1,2,1,345822428,M,3-Jan-57,NO,SD23001818,B,Advertisment,Credit/Debit Card,Cat B,37000
TRA98826508,1-Jan-03,STO1239,2,N,1,1,1,345822345,M,18-Jul-55,NO,SD23011763,B,Advertisment,Cheque,Cat B,38000
TRA98825030,1-Jan-03,STO1244,2,N,1,1,1,345821222,F,6-Jan-56,NO,SD23000154,B,Advertisment,Credit/Debit Card,Cat B,35000
TRA98825621,1-Jan-03,STO1244,2,N,1,2,1,345821656,M,6-Jan-56,NO,SD23000913,B,Advertisment,Credit/Debit Card,Cat B,34000
TRA98824598,1-Jan-03,STO1247,2,N,1,1,1,345820900,F,6-Jan-56,NO,SD23002703,B,Advertisment,Credit/Debit Card,Cat B,39000
TRA98824320,1-Jan-03,STO1271,2,N,1,1,1,345817811,M,5-Mar-55,NO,SD23012010,B,Advertisment,Cheque,Cat B,34000
TRA98825057,1-Jan-03,STO1251,2,N,1,1,1,345821239,M,6-Jan-55,NO,SD23017530,B,Advertisment,Credit/Debit Card,Cat B,30000
TRA98826392,1-Jan-03,STO1291,2,N,1,2,1,345822256,M,29-Apr-53,NO,SD23011738,B,Advertisment,Credit/Debit Card,Cat B,37000
TRA98823895,1-Jan-03,STO1292,2,N,1,1,1,345820383,M,21-Apr-53,NO,SD23011857,B,Advertisment,Cash,Cat B,33000
TRA98824083,1-Jan-03,STO1321,2,N,1,1,1,345820526,M,18-Feb-53,NO,SD23001004,B,Advertisment,Credit/Debit Card,Cat B,34000
TRA98823962,1-Jan-03,STO1247,2,N,1,1,1,345820442,F,3-Jan-53,NO,SD23002703,B,Advertisment,Credit/Debit Card,Cat B,38000
TRA98825834,1-Jan-03,STO1247,2,N,1,2,1,345821825,M,4-Mar-50,NO,SD23000293,B,Advertisment,Credit/Debit Card,Cat B,32000
TRA98824502,1-Jan-03,STO1247,2,N,1,1,1,345820828,M,10-Feb-65,NO,SD23000487,B,Advertisment,Credit/Debit Card,Cat A,37081
TRA98824699,1-Jan-03,STO1244,2,N,1,2,1,345820971,F,22-May-80,NO,SD23002661,B,Advertisment,Credit/Debit Card,Cat A,37159
TRA98825218,1-Jan-03,STO1291,2,N,1,1,1,345821356,F,5-Jun-58,NO,SD23011738,B,Advertisment,Cheque,Cat A,41968
TRA98823991,1-Jan-03,STO1264,2,N,1,1,1,345820462,M,10-Jun-61,NO,SD23000157,C,Other,Cheque,Cat B,37118
TRA98824634,1-Jan-03,STO1252,2,N,1,1,1,345820926,M,7-Jan-71,YES,SD23011960,B,Advertisment,Cheque,Cat B,39596
TRA98824568,1-Jan-03,STO1247,2,N,1,1,1,345820876,M,5-Mar-55,NO,SD23000217,B,Advertisment,Credit/Debit Card,Cat B,38500
TRA98824498,1-Jan-03,STO1332,3,N,1,1,1,345820824,M,9-Jun-53,NO,SD23006187,A,Walkin,Cash,Cat B,42900
TRA98824005,1-Jan-03,STO1250,2,N,1,2,1,345820471,F,26-Jun-81,NO,SD23011854,B,Advertisment,Credit/Debit Card,Cat B,40700
TRA98825699,1-Jan-03,STO1371,2,N,1,1,1,345821725,M,17-Dec-81,NO,SD23000828,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98824010,1-Jan-03,STO1319,2,N,1,2,1,345820475,M,20-May-81,NO,SD23001812,B,Advertisment,Credit/Debit Card,Cat B,44000
TRA98825361,1-Jan-03,STO1301,2,N,1,1,1,345821461,M,21-Jun-81,NO,SD23011740,B,Advertisment,Other,Cat B,39600
TRA98826072,1-Jan-03,STO1304,2,N,1,1,1,345820678,M,26-Sep-81,YES,SD23012027,B,Advertisment,Cash,Cat B,33000
TRA98825487,1-Jan-03,STO1333,2,N,1,1,1,345821551,M,13-Apr-81,NO,SD23019883,A,Walkin,Credit/Debit Card,Cat B,40700
TRA98824723,1-Jan-03,STO1384,2,N,1,1,1,345820985,M,13-Sep-80,YES,SD23011785,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98824046,1-Jan-03,STO1256,2,N,1,1,1,345820499,M,2-Jan-81,YES,SD23011691,B,Advertisment,Other,Cat B,33000
TRA98824970,1-Jan-03,STO1283,2,N,1,1,1,345821176,M,5-Mar-80,NO,SD23001817,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98825701,1-Jan-03,STO1250,2,N,1,1,1,345821728,F,26-Sep-79,YES,SD23014830,A,Walkin,Other,Cat B,37400
TRA98824928,1-Jan-03,STO1316,2,N,1,1,1,345821143,M,17-Jul-79,YES,SD23011712,B,Advertisment,Credit/Debit Card,Cat B,40700
TRA98826627,1-Jan-03,STO1247,2,N,1,2,1,345822426,F,2-Mar-78,NO,SD23000349,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98824969,1-Jan-03,STO1274,2,N,1,2,1,345821174,M,5-Jan-79,NO,SD23000240,B,Advertisment,Credit/Debit Card,Cat B,38500
TRA98826553,1-Jan-03,STO1282,2,N,1,1,1,345822377,M,15-May-78,NO,SD23000281,B,Advertisment,Credit/Debit Card,Cat B,41800
TRA98826305,1-Jan-03,STO1239,2,N,1,1,1,345822184,F,9-Jul-77,NO,SD23011763,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98825341,1-Jan-03,STO1243,3,N,1,1,1,345821446,F,1-Jul-77,NO,SD23014783,A,Walkin,Credit/Debit Card,Cat B,39600
TRA98824941,1-Jan-03,STO1244,2,N,1,2,1,345821154,F,4-Jan-78,NO,SD23001988,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98826574,1-Jan-03,STO1244,2,N,1,2,1,345822393,F,15-Jan-77,NO,SD23002237,B,Advertisment,Credit/Debit Card,Cat B,42900
TRA98824626,1-Jan-03,STO1247,2,N,1,1,1,345820918,F,4-Jan-78,NO,SD23015326,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98823751,1-Jan-03,STO1291,2,N,1,1,1,345820272,F,16-Apr-77,YES,SD23011738,B,Advertisment,Cheque,Cat B,33000
TRA98826780,1-Jan-03,STO1276,2,N,1,2,1,345822532,M,27-Nov-77,NO,SD23000250,B,Advertisment,Credit/Debit Card,Cat B,44000
TRA98826798,1-Jan-03,STO1244,2,N,1,1,1,345822544,M,5-Jan-77,NO,SD23002179,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98824685,1-Jan-03,STO1264,2,N,1,2,1,345820958,M,7-Jul-76,NO,SD23011756,B,Advertisment,Cash,Cat B,38500
TRA98825936,1-Jan-03,STO1271,2,N,1,1,1,345821908,F,21-Oct-76,NO,SD23012010,B,Advertisment,Other,Cat B,39600
TRA98826729,1-Jan-03,STO1308,2,N,1,1,1,345822500,M,23-Jan-76,NO,SD23011962,B,Advertisment,Cheque,Cat B,33000
TRA98826745,1-Jan-03,STO1247,2,N,1,1,1,345822508,M,30-Aug-75,NO,SD23000577,B,Advertisment,Credit/Debit Card,Cat B,44000
TRA98824555,1-Jan-03,STO1356,2,N,1,1,1,345820865,F,7-Jul-75,NO,SD23012303,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98825765,1-Jan-03,STO1285,2,N,1,2,1,345821774,M,11-Apr-75,NO,SD23011896,B,Advertisment,Cash,Cat B,39600
TRA98824902,1-Jan-03,STO1301,2,N,1,2,1,345821123,M,5-Apr-75,NO,SD23001662,A,Walkin,Credit/Debit Card,Cat B,33000
TRA98823967,1-Jan-03,STO1244,2,N,1,1,1,345820447,F,6-Jan-75,NO,SD23000169,B,Advertisment,Credit/Debit Card,Cat B,42900
TRA98825884,1-Jan-03,STO1277,2,N,1,1,1,345821861,F,26-Jan-74,YES,SD23011688,B,Advertisment,Credit/Debit Card,Cat B,38500
TRA98823997,1-Jan-03,STO1291,2,N,1,1,1,345820467,M,7-Jan-74,YES,SD23011738,B,Advertisment,Cheque,Cat B,36300
TRA98823831,1-Jan-03,STO1259,2,N,1,2,1,345820339,F,19-Mar-74,NO,SD23000472,B,Advertisment,Credit/Debit Card,Cat B,44000
TRA98824993,1-Jan-03,STO1292,2,N,1,1,1,345821192,M,25-May-74,NO,SD23011857,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98825334,1-Jan-03,STO1233,2,N,1,1,1,345821438,M,6-Mar-73,NO,SD23011684,B,Advertisment,Cash,Cat B,33000
TRA98826659,1-Jan-03,STO1244,2,N,1,2,1,345822449,M,27-Feb-73,NO,SD23001988,B,Advertisment,Credit/Debit Card,Cat B,39600
TRA98825689,1-Jan-03,STO1247,2,N,1,2,1,345821716,F,5-Jan-74,NO,SD23000149,B,Advertisment,Credit/Debit Card,Cat B,42900
TRA98824687,1-Jan-03,STO1247,2,N,1,2,1,345820959,F,17-Jul-73,NO,SD23000157,C,Other,Cheque,Cat B,44000
TRA98825862,1-Jan-03,STO1371,2,N,1,2,1,345821847,M,6-Jan-74,NO,SD23017276,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98823788,1-Jan-03,STO1319,2,N,1,1,1,345820306,M,5-Jan-74,NO,SD23001812,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98824173,1-Jan-03,STO1247,2,N,1,2,1,345820589,M,9-Feb-72,NO,SD23000452,B,Advertisment,Credit/Debit Card,Cat B,42900
TRA98825300,1-Jan-03,STO1247,2,N,1,1,1,345821410,F,6-Dec-72,NO,SD23000577,B,Advertisment,Credit/Debit Card,Cat B,36300
TRA98825190,1-Jan-03,STO1256,2,N,1,1,1,345821332,M,22-May-72,NO,SD23011691,B,Advertisment,Credit/Debit Card,Cat B,35200
TRA98825006,1-Jan-03,STO1241,2,N,1,2,1,345821202,F,16-Jul-71,NO,SD23000288,B,Advertisment,Credit/Debit Card,Cat B,41800
TRA98826396,1-Jan-03,STO1250,2,N,1,2,1,345822258,F,10-Jun-71,YES,SD23011854,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98823756,1-Jan-03,STO1412,3,N,1,1,1,345820276,M,9-Jul-71,NO,SD23012349,A,Walkin,Credit/Debit Card,Cat B,40700
TRA98823901,1-Jan-03,STO1271,2,N,1,1,1,345820386,M,24-Nov-71,NO,SD23012772,A,Walkin,Cheque,Cat B,36300
TRA98825921,1-Jan-03,STO1259,2,N,1,1,1,345821893,M,4-Jan-72,NO,SD23000475,B,Advertisment,Credit/Debit Card,Cat B,33000
TRA98825438,1-Jan-03,STO1240,2,N,1,1,1,345821520,M,5-Nov-70,NO,SD23014025,B,Advertisment,Credit/Debit Card,Cat B,42900
TRA98825720,1-Jan-03,STO1244,2,N,1,2,1,345821741,M,6-Jan-71,NO,SD23000356,B,Advertisment,Credit/Debit Card,Cat B,41800
TRA98826647,1-Jan-03,STO1244,2,N,1,1,1,345822441,F,5-Jan-71,NO,SD23001327,B,Advertisment,Credit/Debit Card,Cat B,34100
TRA98826409,1-Jan-03,STO1247,2,N,1,2,1,345822266,F,7-Jan-70,NO,SD23000230,B,Advertisment,Credit/Debit Card,Cat B,40700
TRA98824182,1-Jan-03,STO1247,2,N,1,1,1,345820599,M,3-Nov-70,NO,SD23000443,B,Advertisment,Credit/Debit Card,Cat B,38500
TRA98825327,1-Jan-03,STO1247,2,N,1,2,1,345821433,M,6-Jan-71,NO,SD23002703,B,Advertisment,Credit/Debit Card,Cat B,41800
TRA98823772,1-Jan-03,STO1281,2,N,1,1,1,345820292,M,19-Dec-70,NO,SD23000157,C,Other,Credit/Debit Card,Cat B,34100
TRA98824580,1-Jan-03,STO1316,2,N,1,1,1,345820885,M,2-Aug-70,NO,SD23011712,B,Advertisment,Credit/Debit Card,Cat B,37400
TRA98825499,1-Jan-03,STO1314,2,N,1,1,1,345821560,M,11-Aug-70,YES,SD23021263,B,Advertisment,Cheque,Cat B,42900
