,Transaction_ID,Transaction_Date,Store_ID,Number_of_EMI,Purchased_in_Sale,Var1,Var2,Var3,Client_ID,Gender,DOB,Referred_Friend,Sales_Executive_ID,Sales_Executive_Category,Lead_Source_Category,Payment_Mode,Product_Category,Transaction_Amount
8861,8899,57,20,2,0,1,0,0,345870022,1,4761,0,3948,0,3,2,1,33000
8862,8811,57,27,2,0,1,0,0,345869521,0,10073,0,2256,0,3,2,1,33000
8863,8818,57,114,2,0,1,0,0,345869545,1,5012,0,446,1,2,2,1,39600
8864,8895,57,103,3,0,1,0,0,345868836,1,948,0,490,0,3,2,1,40700
8865,8898,57,52,8,0,3,0,0,345870020,1,2718,1,3947,2,3,4,1,42900
8866,8826,57,33,2,0,1,0,0,345869576,1,10531,0,3169,0,3,3,1,41800
8867,8900,57,114,2,0,1,0,0,345640519,1,9637,0,446,1,2,1,1,33000
8868,8897,57,30,2,0,1,0,0,345870019,0,7527,0,2396,0,3,0,1,41800
8869,8842,57,84,2,0,1,0,0,345869656,1,10686,0,2891,0,3,2,1,41800
8870,8814,57,20,2,0,1,0,0,345869525,0,5512,0,443,1,0,1,1,37400
8871,8901,57,9,2,0,1,0,0,345870036,1,9632,1,686,1,0,2,1,40700
8872,8748,57,101,2,0,1,0,0,345869151,1,6593,0,3937,0,3,2,1,39600
8873,8893,57,7,2,0,1,0,0,345870008,0,2867,0,2020,1,0,0,1,34100
8874,8881,57,6,2,0,1,1,0,345869945,0,9628,0,2566,1,0,2,1,38500
8875,8749,57,154,2,0,1,1,0,345869155,1,10060,1,2696,1,2,1,1,34100
8876,8775,57,9,2,0,1,0,0,345869287,1,8268,0,259,1,0,2,1,35200
8877,8823,57,9,2,0,1,0,0,345869563,1,9186,0,558,1,0,2,1,39600
8878,8862,57,11,2,0,1,0,0,345869867,0,9186,0,224,1,0,2,1,35200
8879,8843,57,19,2,0,1,0,0,345869658,1,9702,0,3007,0,3,2,1,41800
8880,8867,57,96,2,0,1,0,0,345869892,1,1894,1,1031,0,3,1,1,35200
8881,8888,57,9,2,0,1,0,0,345869993,1,9624,0,84,1,0,2,1,36300
8882,8873,57,4,2,0,1,0,0,345869912,0,4583,0,3220,0,3,2,1,38500
8883,8871,57,11,2,0,1,1,0,345869900,1,10208,0,21,1,0,2,1,35200
8884,8824,57,9,2,0,1,0,0,345869568,1,9181,0,686,1,0,2,1,35200
8885,8806,57,20,2,0,1,0,0,345869506,1,9697,1,121,1,0,3,1,34100
8886,8892,57,89,2,0,1,0,0,345870004,1,9258,0,2120,0,3,2,1,41800
8887,8890,57,50,2,0,1,0,0,345870002,0,7894,0,2076,1,0,2,1,37400
8888,8902,57,11,2,0,1,1,0,345870037,1,9535,0,21,1,0,1,1,35200
8889,8812,57,9,2,0,1,0,0,345869523,0,10045,0,192,1,0,2,1,35200
8890,8838,57,24,2,0,1,1,0,345869624,1,9182,0,199,1,0,2,1,36000
8891,8815,57,11,2,0,1,1,0,345869527,1,9890,0,39,1,0,2,0,44596
8892,8743,57,20,2,0,1,1,0,345869122,1,6602,0,3117,0,3,2,1,47903
8893,8878,57,9,2,0,1,0,0,345869935,1,9203,0,91,1,0,2,1,58500
8894,8832,57,101,2,0,1,1,0,345869603,1,9194,0,10,2,1,2,1,46500
8895,8744,57,60,2,0,1,0,0,345869128,1,10061,0,620,0,3,1,1,55500
8896,8822,57,124,2,0,3,0,0,345869561,1,721,1,545,1,2,1,1,58500
8897,8879,57,9,2,0,1,0,0,345869940,1,9185,0,496,1,0,2,1,52500
8898,8746,57,9,2,0,1,0,0,345869137,0,9593,0,522,1,0,2,1,66000
8899,8859,57,68,2,0,1,0,0,345869856,0,5518,0,3946,0,3,2,1,66000
8900,8835,57,6,2,0,1,0,0,345869612,1,9634,0,2329,1,0,2,1,68000
8901,8864,57,14,2,0,1,1,0,345869885,0,9627,0,2851,1,0,2,1,74000
8902,8769,57,58,2,0,1,0,0,345869262,1,11113,0,2442,0,3,2,1,66000
8903,8742,57,26,2,0,1,0,0,345869102,0,10052,0,3119,0,3,2,2,68027
8904,8798,57,58,2,0,1,0,0,345867766,1,674,0,3942,0,3,2,1,91153
8905,8834,57,26,2,0,1,0,0,345869609,1,9293,1,952,0,3,1,1,93000
8906,8922,64,58,2,0,1,0,0,345870237,1,8280,0,1765,0,3,2,0,18973
8907,8927,64,11,2,0,1,0,0,345870245,0,7555,0,10,2,1,1,0,17007
8908,9049,64,102,2,0,1,1,0,345870988,1,3596,0,3968,0,3,1,0,16019
8909,9040,64,60,2,0,1,0,0,345870896,0,2978,0,486,1,0,2,0,17546
8910,8913,64,20,2,0,1,1,0,345870127,0,9644,0,1477,0,3,2,0,15943
8911,9007,64,18,2,0,1,0,0,345869784,1,10056,0,2018,1,0,0,0,16474
8912,9047,64,11,2,0,1,1,0,345841935,0,8945,0,10,2,1,0,0,19612
8913,8921,64,1,2,0,1,0,0,345870233,0,9622,0,116,1,0,2,0,19173
8914,8974,64,90,6,0,1,0,0,345870511,1,6198,0,1942,0,3,2,0,17157
8915,9053,64,41,2,0,1,0,0,345871010,0,5953,0,3289,0,3,2,0,20053
8916,8917,64,31,2,0,1,1,0,345870167,1,9750,0,57,1,0,2,0,18108
8917,8934,64,6,2,0,1,0,0,345870290,1,3085,0,3301,4,0,0,0,20088
8918,9046,64,9,2,0,1,0,0,345870957,1,9628,0,639,1,0,2,0,20376
8919,8918,64,11,2,0,1,1,0,345870205,1,4373,0,118,1,0,2,0,18761
8920,9045,64,9,2,0,1,0,0,345870955,1,9639,0,686,1,0,2,0,19912
8921,9043,64,26,2,0,1,0,0,345870929,0,764,1,2672,0,3,3,0,23940
8922,9066,64,11,2,0,1,0,0,345871055,1,3106,0,150,1,0,0,1,19800
8923,9018,64,26,3,0,1,0,0,345870776,0,8966,0,3110,0,3,2,1,20400
8924,8924,64,24,2,0,1,0,0,345870241,1,9645,0,472,1,0,2,1,22200
8925,9025,64,44,3,0,1,0,0,345870793,1,579,0,3751,0,3,1,1,18000
8926,8967,64,131,2,0,1,1,0,345870414,1,5828,0,651,1,2,2,1,23400
8927,9022,64,9,2,0,1,0,0,345870783,1,10076,0,52,1,0,2,1,22200
8928,9014,64,10,2,0,1,0,0,345870762,1,9203,0,892,0,3,2,1,24000
8929,8965,64,11,2,0,1,0,0,345870400,0,9319,0,90,1,0,2,1,18000
8930,9063,64,9,2,0,1,0,0,345871050,1,10030,0,15,1,0,2,1,18000
8931,8944,64,58,2,0,1,0,0,345649098,1,4371,1,3955,0,3,2,1,18600
8932,8990,64,38,2,0,1,0,0,345870631,1,5014,0,1157,0,3,1,1,23400
8933,9006,64,38,2,0,1,0,0,345870731,1,8283,0,2896,0,3,1,1,21600
8934,9057,64,9,2,0,1,0,0,345871037,1,10072,0,91,1,0,2,1,22200
8935,9050,64,11,2,0,1,0,0,345870999,0,4535,0,128,1,0,2,1,20400
8936,8986,64,34,3,0,1,1,0,345870621,0,9081,1,3962,0,3,2,1,19200
8937,8914,64,1,2,0,1,0,0,345870142,0,10068,0,40,1,0,2,1,20400
8938,9067,64,9,2,0,1,1,0,345871063,1,9346,0,52,1,0,2,1,19200
8939,8979,64,11,2,0,1,1,0,345870581,1,4915,0,51,1,0,2,1,22800
8940,8945,64,33,2,0,1,0,0,345870325,0,9235,0,3063,0,3,2,1,22200
8941,8935,64,103,2,0,1,0,0,345870294,1,2126,0,412,0,3,2,1,20400
8942,9012,64,11,2,0,1,0,0,345870755,0,9193,0,90,1,0,2,1,23400
8943,9003,64,58,2,0,1,0,0,345870717,1,2125,0,3106,0,3,2,1,24000
8944,9008,64,23,2,0,1,0,0,345870742,1,4264,0,783,0,3,2,1,22800
8945,8987,64,81,2,0,1,0,0,345869117,1,568,0,3963,0,3,2,1,19800
8946,8960,64,9,2,0,1,0,0,345870390,0,10064,0,15,1,0,2,1,22800
8947,8981,64,61,2,0,1,0,0,345870585,1,9191,0,268,1,0,2,1,22200
8948,9000,64,2,2,0,1,0,0,345870704,0,1437,0,293,0,3,2,1,22800
8949,8953,64,11,2,0,1,0,0,345870371,1,3403,0,10,2,1,1,1,19800
8950,8948,64,93,2,0,1,0,0,345870336,0,10062,0,3363,0,3,2,1,23400
8951,8961,64,11,2,0,1,0,0,345870391,1,9664,0,10,2,1,2,1,22200
8952,9023,64,11,2,0,1,1,0,345870784,1,1895,0,10,2,1,0,1,20400
8953,9024,64,11,2,0,1,0,0,345870786,1,40,0,128,1,0,2,1,18000
8954,8919,64,153,2,0,1,0,0,345870222,1,9187,0,2607,1,2,2,1,18600
8955,8923,64,9,2,0,1,0,0,345870238,1,10057,0,565,1,0,2,1,24000
8956,9026,64,18,2,0,1,0,0,345870799,1,9137,0,2018,1,0,1,1,22800
8957,8964,64,24,2,0,1,0,0,345870395,1,9183,0,247,1,0,2,1,21600
8958,9009,64,30,3,0,1,0,0,345870744,1,10515,0,3782,0,3,2,1,22800
8959,9054,64,39,2,0,1,0,0,345871012,1,9968,0,2077,0,3,1,1,19800
8960,8970,64,11,2,0,1,1,0,345870451,0,3893,0,10,2,1,1,0,22861
8961,8980,64,9,2,0,1,0,0,345870583,0,10073,0,15,1,0,2,0,22596
8962,8932,64,21,2,0,1,0,0,345870286,1,10992,0,1059,0,3,1,1,24800
8963,9042,64,11,2,0,1,0,0,345870925,1,4756,0,150,1,0,2,0,22015
8964,9027,64,21,2,0,1,0,0,345870803,1,5551,1,3965,0,3,3,0,24154
8965,8988,64,34,2,0,1,0,0,345870627,0,7558,0,2321,1,0,2,2,25637
8966,8942,64,20,3,0,1,1,0,345870320,1,1016,0,3587,0,3,2,1,23800
8967,8937,64,117,2,0,1,0,0,345870303,1,1193,0,3225,0,3,2,1,21700
8968,8999,64,85,2,0,1,0,0,345870698,0,10062,0,3804,0,3,2,1,23100
8969,9016,64,60,2,0,1,0,0,345870767,0,10058,0,400,1,0,2,1,25200
8970,8933,64,155,3,0,1,0,0,345870287,0,10551,1,2832,1,2,2,1,25900
8971,9021,64,11,2,0,1,1,0,345841935,0,4223,0,10,2,1,0,0,26248
8972,8958,64,9,2,0,1,1,0,345870386,0,9620,0,15,1,0,2,0,25721
8973,9044,64,20,2,0,1,1,0,345870936,1,10596,0,1435,0,3,2,2,30194
8974,8993,64,9,2,0,1,0,0,345870642,1,9646,0,686,1,0,2,1,24000
8975,8962,64,73,2,0,1,0,0,345870393,1,2897,0,3957,0,3,2,1,28000
8976,8977,64,38,2,0,1,0,0,345870565,1,921,1,2058,1,0,3,1,37120
8977,9048,64,13,2,0,1,1,0,345870986,1,10963,0,260,0,3,2,1,36000
8978,8963,64,34,2,0,1,0,0,345868666,0,11461,0,2052,1,0,0,1,32000
8979,8912,64,11,2,0,1,0,0,345870119,1,4299,0,3918,0,3,1,1,37000
8980,8989,64,34,2,0,1,0,0,345870630,0,2170,0,2052,1,0,0,1,39000
8981,9039,64,6,2,0,1,0,0,345870888,0,2488,0,76,1,0,2,1,37000
8982,9060,64,1,2,0,1,0,0,345871045,1,10185,1,40,1,0,2,1,34000
8983,9011,64,4,2,0,1,0,0,345870749,1,9445,0,1461,0,3,2,1,35000
8984,9062,64,6,2,0,1,0,0,345871048,1,8035,0,3301,4,0,0,1,31000
8985,9013,64,44,3,0,1,0,0,345870761,1,4788,0,2188,0,3,2,1,30000
8986,8952,64,11,2,0,1,0,0,345870359,1,6504,0,90,1,0,2,1,40000
8987,8951,64,58,2,0,1,0,0,345870355,0,786,0,2294,0,3,2,1,37000
8988,8936,64,105,2,0,1,0,0,345870300,1,567,1,3953,0,3,1,1,36000
8989,8966,64,11,2,0,1,0,0,345870407,0,2021,0,10,2,1,1,1,30000
8990,8920,64,103,2,0,1,0,0,345870225,0,10557,0,361,0,3,2,1,37000
8991,9055,64,11,2,0,1,0,0,345871021,1,1863,0,10,2,1,0,1,32000
8992,8915,64,9,2,0,1,0,0,345870158,1,10061,0,15,1,0,2,1,38000
8993,8959,64,11,2,0,1,0,0,345870387,1,5968,0,90,1,0,2,1,36000
8994,8991,64,20,2,0,1,0,0,345870635,1,10554,0,121,1,0,2,1,40000
8995,9059,64,11,2,0,1,1,0,345871044,0,9186,0,10,2,1,1,1,36000
8996,9061,64,9,2,0,1,0,0,345871047,1,11081,0,259,1,0,1,1,40000
8997,8930,64,1,2,0,1,0,0,345870281,1,5930,0,40,1,0,2,1,32000
8998,8957,64,2,2,0,1,0,0,345870383,1,10054,1,1572,0,3,1,1,34000
8999,8943,64,4,2,0,1,1,0,345870321,1,9620,0,3273,0,3,2,1,39000
9000,8939,64,9,2,0,1,1,0,345870308,1,9179,0,565,1,0,2,1,34000
9001,8983,64,24,2,0,1,0,0,345870607,1,9179,0,472,1,0,2,1,34000
9002,8956,64,6,2,0,1,0,0,345870380,1,9178,0,34,1,0,2,1,38000
9003,8941,64,97,2,0,1,0,0,345870318,0,4128,0,235,1,2,1,1,36000
9004,9002,64,66,2,0,1,0,0,345870711,1,9611,0,404,1,0,2,1,39000
9005,9058,64,11,2,0,1,0,0,345871041,1,680,0,10,2,1,0,1,31000
9006,8976,64,69,3,0,1,0,0,345870550,1,8315,0,3414,0,3,2,2,39012
9007,8940,64,9,2,0,1,0,0,345870311,1,3029,0,9,1,0,2,0,39218
9008,8928,64,24,2,0,1,1,0,345870267,1,11396,0,199,1,0,2,0,42532
9009,8972,64,105,6,0,3,0,0,345870499,1,4051,1,3959,2,3,4,1,34100
9010,8971,64,93,2,0,1,0,0,345870495,1,2923,1,1069,0,3,2,1,35200
9011,8973,64,61,2,0,1,0,0,345870507,1,10579,0,268,1,0,2,1,44000
9012,8985,64,24,2,0,1,1,0,345870611,0,1683,0,199,1,0,2,1,37400
9013,8906,64,6,2,0,1,0,0,345870104,1,3621,1,2316,1,0,3,1,33000
9014,8907,64,34,2,0,1,0,0,345868666,0,1053,0,2052,1,0,0,1,35200
9015,8992,64,89,2,0,1,0,0,345870638,1,4864,0,444,0,3,2,1,35200
9016,8947,64,9,2,0,1,1,0,345870329,1,9204,0,496,1,0,2,1,44000
9017,8955,64,9,2,0,1,0,0,345870378,0,10077,0,686,1,0,2,1,42900
9018,8949,64,101,2,0,1,0,0,345870341,1,9996,0,297,0,3,2,1,39600
9019,8909,64,101,2,0,1,0,0,345870111,1,2815,0,3937,0,3,2,1,44000
9020,9032,64,58,2,0,1,0,0,345870830,0,764,0,1217,0,3,2,1,44000
9021,9028,64,38,2,0,1,0,0,345870804,1,2491,0,1157,0,3,1,1,44000
9022,8954,64,24,2,0,1,1,0,345870377,1,3616,0,70,1,0,2,1,41800
9023,8908,64,9,2,0,1,0,0,345870109,0,10072,0,52,1,0,2,1,41800
9024,9005,64,70,2,0,1,0,0,345870730,0,9786,0,2812,0,3,2,1,42900
9025,8994,64,124,1,1,2,1,0,345638127,1,5039,0,545,1,2,2,1,39600
9026,9034,64,9,2,0,1,1,0,345870841,0,9198,0,494,1,0,2,1,35200
9027,9068,64,33,2,0,1,0,0,345871066,1,9638,0,64,1,0,2,1,36300
9028,8984,64,24,2,0,1,0,0,345870609,0,10886,0,348,1,0,2,1,35200
9029,9031,64,46,2,0,1,0,0,345870828,1,10853,0,205,0,3,2,1,44000
9030,8946,64,81,2,0,1,0,0,345870327,0,5819,0,1989,0,3,2,1,38500
9031,9033,64,86,2,0,1,0,0,345870837,0,1775,0,1974,0,3,2,1,37400
9032,9029,64,89,2,0,1,0,0,345825414,1,10949,0,2593,0,3,2,1,37400
9033,8969,64,26,2,0,1,1,0,345870426,0,9306,0,1736,0,3,2,1,39600
9034,9035,64,24,2,0,1,0,0,345870842,1,9189,0,70,1,0,2,1,44000
9035,8910,64,38,2,0,1,1,0,345870117,1,7293,0,2058,1,0,2,1,40700
9036,8950,64,79,2,0,1,0,0,345870347,0,2309,0,3956,0,3,2,1,39600
9037,9037,64,24,2,0,1,1,0,345870854,0,1272,0,491,1,0,2,1,38500
9038,8996,64,73,2,0,1,0,0,345870657,0,4199,0,3957,0,3,1,1,37400
9039,9038,64,11,2,0,1,1,0,345841935,0,4223,0,10,2,1,0,1,36300
9040,9065,64,11,2,0,1,1,0,345841935,0,4,0,10,2,1,0,1,38500
9041,8982,64,11,2,0,1,0,0,345870600,1,9871,0,51,1,0,2,1,42900
9042,8911,64,43,3,0,1,0,0,345870118,1,29,0,688,0,3,3,1,36300
9043,9036,64,9,2,0,1,0,0,345870851,1,9611,0,52,1,0,2,1,35200
9044,8995,64,11,2,0,1,1,0,345870651,1,4376,1,10,2,1,1,1,35200
9045,9019,64,56,2,0,3,0,0,345870781,0,4767,1,233,1,2,4,1,34100
9046,8975,64,46,2,0,1,0,1,345870525,1,9091,0,780,0,3,2,0,33702
9047,8929,64,33,2,0,1,0,0,345870279,1,1508,0,3419,0,3,2,1,36549
9048,9041,64,29,2,0,1,0,0,345870904,1,4967,0,608,0,3,2,1,40542
9049,9030,64,98,2,0,1,0,0,345870810,1,11292,0,237,1,2,1,1,41997
9050,8998,64,26,3,0,1,1,1,345870663,0,9643,0,3072,0,3,2,1,43200
9051,9020,64,34,2,0,1,0,0,345870782,0,9595,1,2052,1,0,1,1,42000
9052,8916,64,58,2,0,1,0,0,345870165,0,2585,0,3950,0,3,2,1,36000
9053,9069,64,24,2,0,1,1,0,345871069,0,8264,0,199,1,0,2,1,37200
9054,9004,64,32,2,0,1,1,0,345870729,1,7041,0,1892,0,3,2,0,43531
9055,9064,64,24,2,0,1,0,0,345871051,0,3687,0,63,1,0,2,1,56897
9056,9001,64,79,3,0,1,0,0,345870708,1,1011,1,3964,0,3,2,1,54000
9057,8968,64,24,2,0,1,0,0,345870421,0,9631,0,199,1,0,2,1,51000
9058,9010,64,28,2,0,1,0,0,345870746,0,1432,0,2474,0,3,2,1,55500
9059,9015,64,20,2,0,1,1,0,345870764,1,151,0,1330,0,3,2,1,60000
9060,9051,64,11,2,0,1,1,0,345871007,1,11097,0,120,1,0,2,1,48003
9061,8938,64,73,2,0,1,0,0,345870306,1,497,0,3954,0,3,2,1,70000
9062,8978,64,23,2,0,1,0,0,345870576,1,1832,0,2883,0,3,2,1,66000
9063,8926,64,11,2,0,1,0,0,345870244,1,1139,0,150,1,0,2,1,80000
9064,8931,64,9,2,0,1,0,0,345870284,1,9188,0,15,1,0,2,1,82500
9065,9052,64,37,2,0,1,0,0,345871008,1,3004,1,3278,0,3,2,1,93000
9066,8997,64,21,2,0,1,0,0,345870662,0,9618,0,331,1,0,2,1,105000
9067,9017,64,9,2,0,1,0,0,345870768,1,10056,0,52,1,0,2,1,128700
9068,8925,64,11,2,0,1,0,0,345870243,1,6341,0,150,1,0,2,1,160000
9069,9056,64,24,2,0,1,0,0,345871035,0,5673,0,693,1,0,2,1,210000
9070,9251,71,11,2,0,1,0,0,345871963,1,3933,1,10,2,1,3,0,15503
9071,9120,71,11,2,0,1,0,0,345871302,0,9838,0,150,1,0,2,0,16579
9072,9261,71,9,2,0,1,1,0,345872041,1,8276,0,352,1,0,2,0,16586
9073,9119,71,58,2,0,1,0,0,345871300,1,1740,0,3981,0,3,2,0,18630
9074,9254,71,11,2,0,1,1,0,345872021,1,10058,0,25,1,0,2,0,18630
9075,9260,71,27,2,0,1,0,0,345872039,1,9621,0,501,0,3,2,0,18644
9076,9249,71,117,2,0,1,0,0,345871960,1,8685,0,2716,0,3,1,0,16652
9077,9114,71,11,2,0,1,0,0,345871273,1,140,1,10,2,1,2,0,20077
9078,9179,71,33,2,0,1,0,0,345871556,1,11105,0,3122,0,3,3,0,15894
9079,9182,71,11,2,0,1,0,0,345871592,0,11249,1,10,2,1,2,0,17827
9080,9215,71,74,2,0,1,0,0,345871786,1,7135,0,155,1,2,2,0,19128
9081,9250,71,15,2,0,1,0,0,345871962,1,10427,0,10,2,1,2,0,17100
9082,9175,71,33,2,0,1,0,0,345871551,1,2548,0,124,1,0,2,0,19992
9083,9188,71,11,2,0,1,1,0,345841935,0,4,0,10,2,1,0,0,20927
9084,9177,71,11,2,0,1,0,0,345871554,1,2262,0,224,1,0,2,0,18861
9085,9122,71,101,2,0,1,0,0,345871307,0,4016,0,3262,0,3,2,0,20142
9086,9184,71,11,2,0,1,1,0,345871639,1,6207,0,267,1,0,2,0,17856
9087,9133,71,69,2,0,1,1,0,345871378,1,3762,0,3985,0,3,2,0,22085
9088,9186,71,17,2,0,1,0,0,345871648,0,8280,0,59,1,0,2,0,21510
9089,9118,71,38,2,0,1,1,0,345871295,1,3611,0,2058,1,0,2,0,23326
9090,9123,71,113,2,0,1,0,0,345871321,1,10397,0,1832,0,3,2,0,19190
9091,9180,71,16,2,0,1,0,0,345871564,0,7275,0,13,1,2,1,0,21593
9092,9234,71,11,2,0,1,0,0,345871882,1,4800,0,224,1,0,2,1,24000
9093,9174,71,61,2,0,1,0,0,345871535,0,1879,0,3556,0,3,2,1,21000
9094,9161,71,27,2,0,1,1,0,345871488,1,6993,0,3988,0,3,2,1,21600
9095,9129,71,21,2,0,1,0,0,345871366,1,7536,0,2230,0,3,2,1,18000
9096,9169,71,102,3,0,1,1,0,345871512,1,1172,0,3422,0,3,1,1,18600
9097,9218,71,38,2,0,1,0,0,345871792,1,6317,1,3999,0,3,2,1,21000
9098,9095,71,20,2,0,1,1,0,345871172,1,5165,0,3974,0,3,1,1,20400
9099,9132,71,49,2,0,1,0,0,345871376,1,10229,0,427,0,3,2,1,22200
9100,9101,71,11,2,0,1,0,0,345871187,0,9643,0,10,2,1,2,1,22800
9101,9153,71,24,2,0,1,1,0,345871459,1,9680,0,199,1,0,2,1,20400
9102,9226,71,103,2,0,1,0,0,345871835,0,8993,0,1688,0,3,2,1,23400
9103,9080,71,28,2,0,1,0,0,345871111,1,3911,1,2195,0,3,1,1,19200
9104,9210,71,11,2,0,1,0,0,345871175,0,2289,1,10,2,1,3,1,19200
9105,9147,71,113,2,0,1,0,0,345871439,1,4338,0,1652,0,3,2,1,18000
9106,9071,71,9,2,0,1,1,0,345871082,0,4485,0,52,1,0,2,1,22200
9107,9222,71,24,2,0,1,1,0,345871816,1,10074,0,348,1,0,2,1,22200
9108,9105,71,73,2,0,1,1,1,345871201,1,2489,0,3976,0,3,2,1,23400
9109,9229,71,6,2,0,1,0,0,345871842,1,3616,0,3301,4,0,0,1,19200
9110,9211,71,11,2,0,1,0,0,345871779,1,5792,0,10,2,1,1,1,24000
9111,9074,71,37,3,0,1,1,0,345871088,0,5368,0,3579,0,3,2,1,18000
9112,9110,71,26,2,0,3,1,0,345871232,1,7359,0,3144,0,3,2,1,18000
9113,9090,71,16,2,0,1,0,0,345871141,1,8903,1,13,1,2,3,1,22800
9114,9099,71,63,3,0,1,0,0,345871179,1,4147,0,603,0,3,2,1,20400
9115,9216,71,11,2,0,1,1,0,345871787,1,9634,0,90,1,0,2,1,22200
9116,9162,71,9,2,0,1,1,0,345871496,1,10066,0,494,1,0,2,1,22800
9117,9159,71,11,2,0,1,1,0,345871474,1,9043,0,120,1,0,1,1,18000
9118,9232,71,102,3,0,1,0,0,345871858,1,7464,0,4001,0,3,2,1,19800
9119,9237,71,20,2,0,1,1,0,345871890,1,9633,0,2946,0,3,2,1,22800
9120,9077,71,4,2,0,1,0,0,345645817,1,4144,1,3971,0,3,1,1,21600
9121,9081,71,100,2,0,1,0,0,345871114,0,5153,1,1139,0,3,1,1,23400
9122,9170,71,20,2,0,1,0,0,345871518,1,10179,0,443,1,0,2,1,24000
9123,9227,71,60,2,0,1,0,0,345871836,1,10782,1,486,1,0,3,1,22200
9124,9135,71,50,2,0,1,0,0,345871384,1,2963,0,1169,0,3,2,1,24000
9125,9078,71,39,2,0,1,0,0,345871099,1,2053,1,3973,0,3,1,1,24000
9126,9224,71,73,2,0,1,0,1,345871825,0,1499,0,4000,0,3,2,1,19800
9127,9098,71,38,2,0,1,0,0,345871177,0,662,0,2058,1,0,0,1,18000
9128,9138,71,86,2,0,1,0,0,345648448,1,10101,0,1974,0,3,2,1,21600
9129,9106,71,68,2,0,1,0,0,345871223,0,7699,0,3978,0,3,1,1,22800
9130,9107,71,20,2,0,1,1,0,345871225,1,8268,0,443,1,0,2,1,19800
9131,9158,71,78,6,0,1,0,0,345871471,1,8168,0,166,1,2,2,1,18000
9132,9104,71,11,2,0,1,1,0,345871194,0,9624,0,10,2,1,0,1,19800
9133,9243,71,9,2,0,1,0,0,345871917,0,9183,0,15,1,0,2,1,18000
9134,9219,71,11,2,0,1,1,0,345871803,0,3863,0,10,2,1,2,1,24000
9135,9083,71,75,2,0,1,0,0,345871117,1,8296,0,2995,0,3,2,1,23400
9136,9072,71,25,2,0,1,0,0,345871087,1,5056,0,107,1,0,2,1,19200
9137,9148,71,35,2,0,1,0,0,345871442,1,9180,0,73,1,0,2,1,21600
9138,9145,71,11,2,0,1,1,0,345841935,0,4,0,10,2,1,0,1,21600
9139,9200,71,63,2,0,1,0,0,345871744,1,9219,0,3291,2,3,1,1,21000
9140,9084,71,11,2,0,1,0,0,345871119,1,5593,0,10,2,1,0,1,19200
9141,9082,71,17,2,0,1,0,0,345871115,1,11045,0,962,0,3,0,1,18600
9142,9154,71,11,2,0,1,1,0,345871464,1,2333,0,90,1,0,2,1,21600
9143,9076,71,101,2,0,1,0,0,345871094,1,10087,0,3970,0,3,2,1,22800
9144,9202,71,70,2,0,1,0,0,345871751,1,9691,0,3866,0,3,2,1,18600
9145,9086,71,131,2,0,1,0,0,345871123,1,8445,0,651,1,2,3,1,18000
9146,9252,71,30,2,0,1,0,0,345871976,0,10016,0,2703,0,3,2,0,19183
9147,9241,71,24,2,0,1,0,0,345871910,0,3808,0,800,0,3,2,1,19220
9148,9094,71,30,2,0,1,0,0,345871170,0,9180,0,961,0,3,2,1,19840
9149,9248,71,6,2,0,1,0,0,345871959,1,3663,1,371,1,0,2,0,22945
9150,9192,71,30,2,0,1,0,0,345871688,1,4936,1,2622,0,3,2,2,24371
9151,9245,71,113,2,0,1,0,0,345871923,1,10117,0,714,0,3,2,1,23800
9152,9228,71,8,2,0,1,1,0,345871840,1,47,0,1285,0,3,2,1,27300
9153,9167,71,96,3,0,1,1,0,345870193,1,363,0,3355,0,3,1,1,24500
9154,9075,71,11,2,0,1,1,0,345871092,1,3180,0,10,2,1,1,1,27300
9155,9079,71,93,2,0,1,0,0,345871110,0,1022,0,2751,1,0,2,0,24936
9156,9142,71,6,2,0,1,0,0,345871428,1,9188,0,2566,1,0,2,1,32787
9157,9140,71,10,3,0,1,0,0,345871418,1,11143,0,1887,0,3,2,1,34200
9158,9178,71,32,2,0,1,1,0,345871555,1,2837,0,3991,2,3,2,1,33317
9159,9189,71,113,3,0,1,0,0,345871682,1,3083,0,3995,2,3,1,0,29718
9160,9121,71,11,2,0,1,0,0,345871306,0,9623,0,10,2,1,1,0,37772
9161,9117,71,47,3,0,1,1,0,345871287,0,8729,0,3516,0,3,1,0,38864
9162,9238,71,9,2,0,1,1,0,345871895,1,9647,0,15,1,0,2,1,38000
9163,9204,71,11,2,0,1,0,0,345871754,0,11200,0,150,1,0,2,1,36000
9164,9128,71,93,2,0,1,0,0,345871352,1,9285,0,2469,0,3,2,1,33000
9165,9092,71,34,2,0,1,0,0,345871154,1,5167,0,10,2,1,2,1,37000
9166,9149,71,11,2,0,1,1,0,345871447,1,9205,0,90,1,0,2,1,38000
9167,9139,71,24,2,0,1,1,0,345871412,1,10078,0,472,1,0,2,1,37000
9168,9156,71,36,2,0,1,0,0,345871466,1,9321,1,3716,0,3,3,1,38000
9169,9157,71,2,2,0,1,0,0,345871468,1,3656,0,741,0,3,2,1,32000
9170,9165,71,30,2,0,1,0,0,345871505,0,10263,0,2396,0,3,0,1,35000
9171,9181,71,27,2,0,1,0,0,345871590,1,1512,0,3222,0,3,2,1,35000
9172,9225,71,68,2,0,1,0,0,345871826,1,8153,0,907,0,3,2,1,35000
