,ID,var3,var15,imp_ent_var16_ult1,imp_op_var39_comer_ult1,imp_op_var39_comer_ult3,imp_op_var40_comer_ult1,imp_op_var40_comer_ult3,imp_op_var40_efect_ult3,imp_op_var40_ult1,imp_op_var41_comer_ult1,imp_op_var41_comer_ult3,imp_op_var41_efect_ult1,imp_op_var41_efect_ult3,imp_op_var41_ult1,imp_op_var39_efect_ult1,imp_op_var39_efect_ult3,imp_op_var39_ult1,ind_var1_0,ind_var1,ind_var5_0,ind_var5,ind_var8_0,ind_var8,ind_var12_0,ind_var12,Unnamed: 33
180,362,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
181,363,2,61,0,759.18,759.18,0.0,0.0,0,0.0,759.18,759.18,810,810,1569.18,810,810,1569.18,0,0,1,1,0,0,0,0,1
182,369,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
183,371,2,32,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
184,373,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
185,374,2,31,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
186,375,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
187,378,2,27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
188,382,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
189,383,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1
190,384,2,32,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
191,387,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
192,388,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
193,390,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
194,394,2,71,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,1
