,Transaction_ID,Transaction_Date,Store_ID,Number_of_EMI,Purchased_in_Sale,Var1,Var2,Var3,Client_ID,Gender,DOB,Referred_Friend,Sales_Executive_ID,Sales_Executive_Category,Lead_Source_Category,Payment_Mode,Product_Category,result
8967,8908,60,29,6,0,1,0,0,346161058,1,8327,0,817,0,3,2,1,45
8968,8926,60,27,8,0,3,1,0,346161088,0,3477,0,1724,0,3,4,1,45
8969,8955,60,102,1,1,2,1,0,346161128,0,7053,0,887,0,3,0,1,45
8970,8884,60,56,2,0,1,0,0,346160998,1,7563,0,683,0,3,2,1,45
8971,8876,60,0,2,0,1,0,0,346160983,1,9890,0,8,2,1,2,1,45
8972,8905,60,9,2,0,1,1,0,346161051,1,10821,0,268,1,0,2,1,45
8973,8716,60,9,2,0,1,1,0,346160673,1,9890,0,425,1,0,2,1,45
8974,8781,60,11,2,0,1,1,0,346160791,1,10821,0,255,1,0,2,1,45
8975,8899,60,168,3,0,1,0,1,346161038,1,989,0,4483,0,3,2,1,45
8976,8628,60,54,3,0,1,0,0,346160521,1,1750,0,8,2,1,2,1,45
8977,8906,60,38,3,0,1,0,0,346161052,0,11653,0,1224,1,0,2,1,45
8978,8622,60,74,2,0,1,0,0,346160512,0,572,0,145,1,2,2,1,45
8979,8996,60,0,2,0,1,0,0,346161196,1,7123,0,8,2,1,2,1,45
8980,8654,60,9,2,0,1,0,0,346160560,1,10820,0,8,2,1,2,1,45
8981,8909,60,11,2,0,1,1,0,346161061,1,10735,0,37,1,0,2,1,45
8982,8914,60,11,2,0,1,1,0,346161071,0,9888,0,37,1,0,2,1,45
8983,8984,60,210,1,1,2,0,0,346161178,1,4333,0,3067,0,3,2,1,45
8984,8979,60,214,2,0,1,1,0,346161168,1,10820,0,2996,0,3,2,1,45
8985,9047,60,242,1,1,2,0,0,346113888,1,11954,0,3029,0,3,2,1,45
8986,8950,60,5,2,0,1,0,0,346161121,0,11692,0,4282,0,3,2,1,45
8987,8927,60,27,2,0,1,1,0,346161089,1,7990,1,5902,0,3,1,1,45
8988,8929,60,28,1,1,2,0,0,345992216,1,10436,0,5904,0,3,1,1,45
8989,8956,60,56,2,0,1,1,0,346161130,0,10393,0,1954,0,3,2,1,45
8990,8987,60,20,2,0,1,1,0,346161182,1,2608,0,2538,0,3,2,1,45
8991,8999,60,23,1,1,2,0,0,346015087,0,2357,0,1397,0,3,1,1,45
8992,9033,60,81,3,0,1,0,0,346161266,0,10898,0,1010,0,3,2,1,45
8993,8940,60,73,3,0,1,1,0,346161104,1,3891,0,3655,1,0,0,1,45
8994,8902,60,11,2,0,1,1,0,346161047,1,9836,0,39,1,0,2,1,45
8995,9003,60,23,1,1,2,0,0,346160899,1,12127,1,3477,0,3,1,1,45
8996,8797,60,11,2,0,1,0,0,346160820,1,10470,0,25,1,0,2,1,45
8997,8960,60,75,2,0,1,0,0,346161135,1,2067,0,3773,0,3,1,1,45
8998,8885,60,31,3,0,1,1,0,346160999,1,10655,0,2015,1,0,0,1,45
8999,8931,60,235,1,1,2,0,0,346161091,0,6250,0,2911,2,3,1,1,45
9000,9026,60,7,2,0,1,0,0,346161256,1,11879,0,5190,0,3,2,1,45
9001,8815,60,24,1,1,2,0,0,346160860,1,9153,0,1221,0,3,1,1,45
9002,8630,60,52,2,0,3,0,0,346160522,1,8565,0,5880,0,3,1,1,45
9003,8919,60,13,2,0,1,0,0,346161078,0,11116,0,615,0,3,2,1,45
9004,8709,60,26,2,0,1,1,0,346160653,1,11218,0,5882,0,3,1,1,45
9005,8627,60,30,2,0,1,0,0,346160520,1,4287,0,5343,0,3,0,1,45
9006,9007,60,34,2,0,1,1,0,346161214,1,9879,0,57,1,0,2,1,45
9007,8903,60,233,1,1,2,0,0,346161048,1,11298,0,5898,0,3,1,1,45
9008,8923,60,9,2,0,1,1,0,346161085,0,10340,0,45,1,0,2,1,45
9009,8988,60,38,2,0,1,0,0,346161186,1,11762,0,8,2,1,2,1,45
9010,8880,60,7,3,0,1,0,0,346160992,1,4000,0,5080,0,3,2,1,45
9011,8882,60,87,1,1,2,0,0,346160994,1,12198,0,5897,2,3,1,1,45
9012,8823,60,31,1,1,2,0,0,346160874,1,11724,0,1941,0,3,1,1,45
9013,8964,60,34,1,1,2,0,0,346161142,1,2166,1,5487,2,3,1,1,45
9014,8875,60,235,2,0,1,0,0,346160982,1,3737,0,5895,2,3,2,1,45
9015,8784,60,242,1,1,2,1,0,346160798,1,3571,0,4894,2,3,0,1,45
9016,8939,60,64,2,0,1,0,0,346160765,1,4984,0,3093,0,3,1,1,45
9017,8958,60,64,1,1,2,0,0,346161133,1,6513,0,5273,1,2,2,1,45
9018,9021,60,64,1,1,2,0,0,346161245,0,54,0,5273,1,2,2,1,45
9019,8973,60,8,1,1,2,0,0,346161158,1,2821,0,3964,0,3,1,1,45
9020,8941,60,10,1,1,2,0,0,345669791,1,4282,0,2219,0,3,1,1,45
9021,8653,60,27,1,1,2,0,0,346160558,1,11471,0,1809,0,3,1,1,45
9022,8959,60,147,1,1,2,1,0,346161134,1,11679,0,3413,0,3,1,1,45
9023,8963,60,142,1,1,2,0,0,346161141,1,1106,1,2095,1,2,1,1,45
9024,8640,60,30,2,0,1,0,0,346160537,0,8011,0,2682,0,3,2,1,45
9025,8828,60,11,2,0,1,0,0,346160885,0,10834,0,8,2,1,2,1,45
9026,9002,60,12,1,1,2,0,0,346161204,1,5136,0,2242,2,3,1,0,598
9027,8891,60,89,2,0,1,0,0,346161016,1,10261,1,2047,0,3,2,1,45
9028,8728,60,30,2,0,1,0,0,346160698,1,302,0,2127,0,3,2,0,598
9029,8755,60,17,2,0,1,0,0,346160751,1,1118,0,289,0,3,2,0,598
9030,8723,60,11,2,0,1,0,0,346160688,0,4707,0,81,1,0,2,2,1977
9031,9012,60,9,2,0,1,0,0,346161227,0,10367,0,232,1,0,2,1,45
9032,9028,60,11,2,0,1,1,0,346161258,1,7480,0,8,2,1,2,1,45
9033,8895,60,66,2,0,1,1,0,346161025,1,8423,0,4200,0,3,2,1,45
9034,8757,60,225,2,0,1,0,0,346160756,0,4815,0,3272,2,3,2,1,45
9035,8829,60,25,3,0,1,0,0,346124320,0,5644,0,2505,1,0,0,2,465
9036,8764,60,233,2,0,1,0,0,346160763,0,11632,0,3033,0,3,2,0,3228
9037,9000,60,233,1,1,2,0,0,346161200,1,7458,0,5909,2,3,1,2,465
9038,8648,60,9,2,0,1,0,0,346160547,1,10821,0,8,2,1,2,1,45
9039,8870,60,11,2,0,1,1,0,346160972,1,5720,0,20,1,0,2,2,1977
9040,8855,60,0,2,0,1,0,0,346100201,1,4996,0,8,2,1,1,1,45
9041,8976,60,13,2,0,1,0,0,346161162,1,9625,0,3731,0,3,2,1,45
9042,8863,60,64,2,0,1,0,0,346160952,1,7162,0,1681,1,0,1,1,45
9043,8674,60,209,2,0,1,1,0,346160588,1,11092,0,4257,0,3,2,1,45
9044,8753,60,19,2,0,1,1,0,346160749,1,1761,0,8,2,1,2,1,45
9045,8684,60,17,2,0,1,0,0,346160609,1,2507,0,235,0,3,2,2,1977
9046,8609,60,38,3,0,1,0,0,346096098,1,11558,0,1255,1,0,0,2,465
9047,8669,60,150,2,0,1,0,0,346160578,1,10529,1,2908,0,3,2,1,45
9048,9005,60,0,2,0,1,0,0,346161210,1,3758,0,8,2,1,1,1,45
9049,8702,60,11,2,0,1,0,0,346160640,1,7720,0,171,1,0,2,1,45
9050,8689,60,209,2,0,1,1,0,346160617,1,11718,0,4657,0,3,2,1,45
9051,9111,1,23,3,0,1,0,0,346161411,1,10708,0,5706,0,3,2,0,2709
9052,9097,1,11,2,0,1,0,0,346161386,1,2794,0,37,1,0,2,0,598
9053,9142,1,11,2,0,1,0,0,346161492,1,4464,0,8,2,1,2,0,598
9054,9121,1,38,1,1,2,0,0,346161438,1,10992,0,3117,2,3,1,0,2709
9055,9176,1,0,2,0,1,0,0,346161558,1,9109,1,8,2,1,1,0,598
9056,9150,1,167,1,1,2,0,0,346161507,1,9535,1,3872,0,3,1,0,598
9057,9134,1,193,2,0,1,0,0,346161467,1,10981,0,4384,0,3,2,0,3228
9058,9145,1,67,1,1,2,0,0,346161497,0,3884,0,1199,0,3,1,0,598
9059,9180,1,0,2,0,1,0,0,346161569,1,2841,0,8,2,1,2,0,598
9060,9175,1,11,2,0,1,0,0,346161557,1,1030,0,134,1,0,2,0,598
9061,9266,1,0,2,0,1,1,0,346161728,1,8934,0,8,2,1,0,0,598
9062,9132,1,2,2,0,1,0,0,346009845,1,2657,1,4063,0,3,2,0,598
9063,9135,1,11,2,0,1,1,0,346161473,0,10875,0,8,2,1,2,1,45
9064,9196,1,11,2,0,1,0,0,346161596,1,10908,0,62,1,0,1,1,45
9065,9133,1,4,2,0,1,1,0,346161461,1,10570,0,182,1,0,2,1,45
9066,9245,1,54,2,0,1,0,0,346161685,1,4635,0,5098,3,0,1,1,45
9067,9078,1,9,2,0,1,0,0,346161356,0,9955,0,8,2,1,2,1,45
9068,9256,1,11,2,0,1,0,0,346161706,1,6081,0,25,1,0,2,1,45
9069,9208,1,2,2,0,1,0,0,346161613,1,4535,0,4628,0,3,2,1,45
9070,9209,1,6,2,0,1,0,0,346161614,1,10882,0,1925,4,0,0,1,45
9071,9247,1,11,2,0,1,1,0,346161688,1,11569,0,37,1,0,2,1,45
9072,9146,1,9,2,0,1,0,0,346161500,0,3599,1,4892,0,3,2,1,45
9073,9188,1,11,2,0,1,1,0,346161581,1,10369,0,100,1,0,2,1,45
9074,9183,1,113,6,0,1,0,0,346161575,1,6905,0,382,1,2,2,1,45
9075,9156,1,9,2,0,1,0,0,346161520,1,11670,0,82,1,0,2,1,45
9076,9149,1,9,2,0,1,1,0,346161506,1,10837,0,2706,1,0,2,1,45
9077,9151,1,80,3,0,1,1,0,346161508,1,2742,1,5886,2,3,2,1,45
9078,9207,1,24,2,0,1,0,0,346161612,0,10491,0,172,1,0,2,1,45
9079,9106,1,39,2,0,1,0,0,346161406,1,3869,1,8,2,1,1,1,45
9080,9130,1,40,2,0,1,0,0,346161457,1,439,0,4379,0,3,1,1,45
9081,9251,1,242,8,0,3,0,0,346161697,0,10835,0,4900,2,3,4,1,45
9082,9195,1,5,2,0,1,1,0,346161595,0,7606,0,2213,1,0,2,1,45
9083,9131,1,7,2,0,1,0,0,346161459,1,4778,1,5922,0,3,3,1,45
9084,9192,1,5,8,0,3,0,0,346161588,1,7604,0,5030,0,3,4,1,45
9085,9139,1,11,2,0,1,0,0,346161484,1,9738,0,8,2,1,2,1,45
9086,9193,1,6,2,0,1,0,0,346161593,1,7441,0,1925,4,0,0,1,45
9087,9268,1,64,2,0,1,0,0,346161732,1,9318,1,8,2,1,3,1,45
9088,9244,1,35,2,0,1,0,0,346161684,1,13,0,4077,0,0,3,1,45
9089,9261,1,35,3,0,1,0,0,346161719,0,10709,1,4918,0,3,2,1,45
9090,9186,1,9,2,0,1,0,0,346161579,1,5846,0,8,2,1,2,1,45
9091,9125,1,9,2,0,1,0,0,346161447,1,10829,0,8,2,1,2,1,45
9092,9127,1,9,2,0,1,1,0,346161452,1,10360,0,425,1,0,2,1,45
9093,9187,1,11,2,0,1,0,0,346161580,1,11960,0,100,1,0,2,1,45
9094,9248,1,11,2,0,1,1,0,346161690,0,2293,0,100,1,0,2,1,45
9095,9236,1,24,2,0,1,0,0,346161666,0,8797,0,8,2,1,2,1,45
9096,9250,1,31,3,0,1,0,0,346161696,1,5654,0,3901,1,2,2,1,45
9097,9288,1,26,2,0,1,1,0,346161774,0,954,0,5882,0,3,1,1,45
9098,9184,1,21,8,0,3,0,0,346161576,1,126,0,3463,0,3,4,1,45
9099,9122,1,9,2,0,1,0,0,346161439,1,3858,0,8,2,1,2,1,45
9100,9177,1,9,2,0,1,1,0,346161564,1,10356,0,425,1,0,2,1,45
9101,9189,1,11,2,0,1,0,0,346161582,1,5746,0,32,1,0,2,1,45
9102,9079,1,69,1,1,2,1,0,346161358,1,4770,0,3628,0,3,2,1,45
9103,9242,1,11,2,0,1,0,0,346161681,1,10550,0,23,1,0,2,1,45
9104,9067,1,192,1,1,2,0,0,346161329,1,10823,0,3076,2,3,2,1,45
9105,9254,1,96,1,1,2,0,0,346161702,1,10009,0,2251,0,3,1,1,45
9106,9231,1,9,2,0,1,0,0,346161656,1,11694,0,8,2,1,2,1,45
9107,9182,1,54,2,0,1,0,0,346161573,0,988,0,3239,3,0,1,1,45
9108,9233,1,6,2,0,1,0,0,346161659,0,10818,0,119,1,0,2,1,45
9109,9258,1,11,2,0,1,1,0,346161715,1,10657,0,25,1,0,2,1,45
9110,9119,1,27,8,0,3,0,0,346161436,1,10115,0,5920,0,3,4,1,45
9111,9291,1,218,1,1,2,1,0,346161780,1,7155,0,5929,0,3,2,1,45
9112,9152,1,63,1,1,2,0,0,345872385,1,11083,0,386,0,3,1,1,45
9113,9263,1,93,1,1,2,0,0,346161724,1,807,0,209,1,2,1,1,45
9114,9118,1,17,2,0,1,1,0,346161435,0,8920,0,5124,0,3,2,1,45
9115,9287,1,218,2,0,1,0,0,346161772,1,10539,0,5772,0,3,2,1,45
9116,9178,1,26,2,0,1,1,0,346161566,1,1318,0,421,4,0,0,1,45
9117,9185,1,32,1,1,2,0,0,346161577,1,349,0,5283,0,3,1,1,45
9118,9074,1,102,1,1,2,0,0,346161346,1,6412,0,5385,0,3,2,1,45
9119,9159,1,8,8,0,3,0,0,346161525,1,9538,0,1844,0,3,4,0,2561
9120,9136,1,5,2,0,1,1,0,346161475,1,5487,0,2213,1,0,2,0,598
9121,9141,1,11,2,0,1,0,0,346161490,1,10820,0,25,1,0,2,0,2709
9122,9271,1,55,2,0,1,0,0,346161741,1,10414,1,407,1,2,3,0,2709
9123,9264,1,6,2,0,1,0,0,346161725,1,9779,0,8,2,1,2,1,45
9124,9265,1,67,2,0,1,0,0,346161727,1,402,0,3208,0,3,1,1,45
9125,9267,1,9,2,0,1,1,0,346161729,0,9888,0,375,1,0,2,1,45
9126,9163,1,26,2,0,1,0,0,346161533,0,10820,0,421,4,0,0,1,45
9127,9211,1,171,1,1,2,0,0,346160104,1,12197,0,3105,2,3,1,1,45
9128,9239,1,9,2,0,1,0,0,346161671,0,10372,0,376,1,0,2,1,45
9129,9213,1,195,3,0,1,1,0,346161618,1,10366,1,5804,2,3,1,1,45
9130,9140,1,27,2,0,1,1,0,346161488,1,10350,0,230,1,0,2,1,45
9131,9243,1,80,1,1,2,0,0,346161683,0,3047,1,2458,0,3,1,1,45
9132,9080,1,74,1,1,2,1,0,346161359,1,12258,1,145,1,2,3,2,1794
9133,9076,1,11,2,0,1,0,0,346161352,1,10115,0,101,1,0,2,2,1977
9134,9144,1,38,2,0,1,1,0,346161496,0,11796,0,3943,0,3,2,0,2709
9135,9235,1,84,2,0,1,1,0,346161664,1,3109,0,8,2,1,2,1,45
9136,9181,1,91,2,0,1,0,0,346161571,0,292,1,202,1,2,3,1,45
9137,9164,1,55,2,0,1,0,0,346092405,1,12042,1,4057,2,3,2,1,45
9138,9289,1,45,3,0,1,0,0,346161776,0,1386,1,5928,0,3,2,1,45
9139,9062,1,11,2,0,1,1,0,346161313,0,11028,0,81,1,0,2,1,45
9140,9063,1,13,3,0,1,0,1,346161318,0,9907,0,4315,2,3,2,1,45
9141,9129,1,25,2,0,1,0,0,346161454,1,10837,0,95,1,0,2,1,45
9142,9290,1,95,2,0,1,0,0,346161778,1,10526,1,2398,0,3,1,1,45
9143,9237,1,10,2,0,1,0,0,346160669,0,10363,0,1864,0,3,2,1,45
9144,9172,1,61,2,0,1,0,0,346161549,1,8972,0,1581,0,3,2,1,45
9145,9241,1,42,2,0,1,0,0,346161674,1,10556,1,2334,0,3,2,1,45
9146,9126,1,196,1,1,2,0,0,346161449,1,11627,0,2927,2,3,0,1,45
9147,9148,1,9,2,0,1,1,0,346161505,0,10360,0,420,1,0,2,1,45
9148,9259,1,11,2,0,1,1,0,346161716,1,4301,0,100,1,0,2,1,45
9149,9128,1,54,2,0,1,0,0,346113950,1,6691,0,3249,1,0,1,1,45
9150,9115,1,242,8,0,3,0,0,346161422,1,4380,0,3029,0,3,4,1,45
9151,9137,1,37,1,1,2,0,0,346101397,1,7532,1,5923,0,3,1,1,45
9152,9210,1,102,2,0,1,1,0,346161616,1,9469,0,2108,0,3,2,1,45
9153,9179,1,9,2,0,1,0,0,346161568,0,9892,0,8,2,1,2,1,45
9154,9072,1,45,2,0,1,0,0,346161342,0,4375,0,4636,0,3,1,1,45
9155,9270,1,122,2,0,1,0,0,346161736,1,3271,0,490,1,2,2,1,45
9156,9232,1,11,2,0,1,0,0,346161658,1,2536,0,37,1,0,2,1,45
9157,9057,1,55,2,0,1,0,0,346161304,1,3971,0,3854,0,3,2,1,45
9158,9138,1,38,3,0,1,0,0,346161479,0,12281,0,1224,1,0,0,1,45
9159,9194,1,11,2,0,1,0,0,346161594,1,10388,0,81,1,0,2,1,45
9160,9249,1,11,2,0,1,0,0,346161692,1,9150,0,37,1,0,2,1,45
9161,9073,1,3,3,0,1,0,0,346161344,1,11427,0,4320,0,3,1,1,45
9162,9077,1,10,1,1,2,0,0,345645189,0,4214,0,1086,0,3,1,0,598
9163,9143,1,11,2,0,1,1,0,346161493,1,9823,0,100,1,0,2,1,45
9164,9123,1,11,2,0,1,0,0,346161441,1,9824,0,100,1,0,2,2,1977
9165,9234,1,11,2,0,1,0,0,346161660,1,12391,0,99,1,0,1,0,2709
9166,9089,1,11,2,0,1,0,0,346161372,1,4056,0,37,1,0,2,1,45
9167,9275,1,10,2,0,1,0,0,346161755,1,5157,0,5057,0,3,2,2,1977
9168,9112,1,118,3,0,1,0,0,346161414,1,7796,0,452,1,2,2,1,45
9169,9220,1,11,2,0,1,0,0,346161637,0,10359,0,101,1,0,2,2,1977
9170,9204,1,192,1,1,2,0,0,346161605,1,5443,1,3152,2,3,0,2,465
9171,9212,1,0,2,0,1,0,0,346160310,1,140,0,8,2,1,1,1,45
9172,9105,1,76,2,0,1,0,0,346161404,1,3226,0,5919,0,3,2,0,598
9173,9120,1,36,8,0,3,0,0,346161437,1,2132,0,4217,0,3,4,1,45
9174,9200,1,11,3,0,1,1,0,346161602,0,6177,0,1470,3,0,2,1,45
9175,9197,1,0,2,0,1,1,0,346161597,1,9949,1,3746,1,0,3,1,45
9176,9191,1,54,2,0,1,0,0,346161586,1,10062,0,3239,3,0,1,1,45
9177,9269,1,60,1,1,2,1,0,346161734,1,7332,0,4462,0,3,1,1,45
9178,9094,1,5,2,0,1,1,0,346161380,1,11900,0,8,2,1,0,1,45
9179,9199,1,11,2,0,1,1,0,346161599,1,4721,0,8,2,1,2,1,45
9180,9091,1,177,8,0,3,0,0,346161376,1,3726,1,4691,0,3,4,1,45
9181,9260,1,67,2,0,1,0,0,346161717,0,2339,0,3208,0,3,1,1,45
9182,9095,1,89,3,0,1,0,0,346161382,1,1378,0,2267,0,3,2,1,45
9183,9147,1,9,2,0,1,0,0,346161504,1,9899,0,8,2,1,2,1,45
9184,9201,1,232,8,0,3,0,0,346090486,1,9585,1,3337,0,3,4,1,45
9185,9096,1,56,3,0,1,0,0,346161384,1,1509,1,1947,0,3,1,1,45
9186,9190,1,20,1,1,2,0,0,346161584,1,8538,0,2900,0,3,0,1,45
9187,9203,1,21,2,0,3,0,0,346161604,1,219,0,604,0,3,4,1,45
9188,9198,1,167,1,1,2,0,0,346161598,1,3679,0,5109,0,3,1,1,45
9189,9205,1,11,2,0,1,1,0,346161610,1,10861,0,100,1,0,2,1,45
9190,9110,1,11,2,0,1,0,0,346161409,1,10773,0,4181,0,3,1,1,45
9191,9206,1,96,1,1,2,0,0,346161611,1,10770,0,4599,1,2,0,1,45
9192,9098,1,0,2,0,1,0,0,346161389,1,1319,0,8,2,1,1,1,45
9193,9092,1,34,1,1,2,0,0,346161378,1,7921,0,5918,0,3,2,1,45
9194,9075,1,54,1,1,2,0,0,346161348,1,8597,1,5917,0,3,1,1,45
9195,9202,1,34,1,1,2,0,0,346161603,0,9999,0,3905,0,3,1,1,45
9196,9093,1,23,1,1,2,1,1,346139038,1,11875,0,1516,0,3,1,1,45
9197,9154,1,107,8,0,3,0,0,346161518,1,9206,1,4668,0,3,4,2,465
9198,9117,1,35,2,0,1,0,0,346161424,1,5255,1,4388,0,0,3,1,45
9199,9090,1,24,2,0,1,0,0,346161374,1,2585,0,172,1,0,2,1,45
9200,9240,1,11,2,0,1,1,0,346161673,1,10823,0,20,1,0,2,1,45
9201,9066,1,11,2,0,1,1,0,346161322,1,4699,0,100,1,0,2,1,45
9202,9157,1,21,2,0,1,0,0,346161522,1,9914,0,3298,0,3,2,1,45
9203,9108,1,0,2,0,1,0,0,346161407,0,5635,0,8,2,1,2,1,45
9204,9216,1,0,2,0,1,0,0,346161624,1,8251,0,8,2,1,2,1,45
9205,9214,1,9,2,0,1,0,0,346161619,1,8949,0,8,2,1,2,1,45
9206,9102,1,11,2,0,1,1,0,346161398,1,1955,0,8,2,1,2,1,45
9207,9107,1,20,8,0,3,1,0,345966135,1,7181,1,2427,0,3,4,1,45
9208,9087,1,88,2,0,1,1,0,346161370,1,3917,0,1956,0,3,2,1,45
9209,9255,1,66,2,0,1,1,0,346161704,1,2161,0,676,0,3,2,1,45
9210,9088,1,0,2,0,1,0,0,346160310,1,4727,0,8,2,1,4,1,45
9211,9153,1,11,2,0,1,0,0,346161514,1,5383,0,2677,2,3,2,1,45
9212,9086,1,6,2,0,1,0,0,346161369,1,10459,0,1925,4,0,0,1,45
9213,9060,1,13,2,0,1,0,0,346161310,0,1771,1,4278,0,3,2,1,45
9214,9068,1,61,8,0,3,0,0,346161331,1,8249,1,3014,0,3,4,1,45
9215,9160,1,245,8,0,3,0,0,346161527,1,11715,0,4023,2,3,2,1,45
9216,9283,1,9,2,0,1,0,0,346161765,0,9909,0,455,1,0,2,1,45
9217,9284,1,28,2,0,1,0,0,346161767,1,1665,0,36,1,0,2,1,45
9218,9162,1,0,2,0,1,0,0,346161530,1,5957,1,8,2,1,3,1,45
9219,9099,1,88,2,0,1,0,0,346161391,1,4200,0,4154,0,3,2,1,45
9220,9081,1,30,2,0,1,0,0,346161360,0,9115,0,5343,0,3,2,1,45
9221,9173,1,4,2,0,1,1,0,346161553,1,4973,1,5926,0,3,2,1,45
9222,9169,1,55,8,0,3,0,0,346161544,1,2702,0,5244,0,3,4,1,45
9223,9053,1,49,3,0,1,0,0,346161297,1,6271,0,1269,1,0,2,1,45
9224,9282,1,196,1,1,2,0,0,346161764,1,1949,0,2927,2,3,2,1,45
9225,9070,1,1,3,0,1,0,0,346111636,1,10526,0,1217,1,0,1,1,45
9226,9084,1,9,2,0,1,1,0,346161366,1,8941,0,425,1,0,2,1,45
9227,9218,1,38,3,0,1,0,0,346161626,1,8090,0,4836,0,3,1,1,45
9228,9109,1,71,1,1,2,0,0,346161408,1,7759,0,3721,0,3,1,1,45
9229,9052,1,146,1,1,2,0,0,345879887,0,2152,0,339,0,3,1,1,45
9230,9058,1,210,8,0,3,1,0,346161305,1,1446,0,3971,2,3,4,1,45
9231,9228,1,5,2,0,1,0,0,346161651,0,1238,0,2214,1,0,2,1,45
9232,9165,1,0,2,0,1,0,0,346161535,1,2267,0,8,2,1,2,1,45
9233,9104,1,1,3,0,1,0,0,346161403,1,3723,0,4930,0,3,2,1,45
9234,9215,1,62,2,0,1,0,0,346161623,1,1126,0,123,1,2,2,1,45
9235,9223,1,0,2,0,1,0,0,346161644,1,3905,0,8,2,1,2,1,45
9236,9065,1,14,2,0,1,0,0,346161321,1,10275,0,5915,0,3,2,1,45
9237,9069,1,37,8,0,3,1,0,346161335,1,9984,0,5916,0,3,4,1,45
9238,9222,1,0,2,0,1,0,0,346161643,0,7936,0,8,2,1,2,1,45
9239,9272,1,11,2,0,1,1,0,346161751,1,10787,0,25,1,0,2,1,45
9240,9226,1,11,2,0,1,1,0,346161648,1,10831,1,62,1,0,2,1,45
9241,9114,1,11,2,0,1,0,0,346161421,1,9900,0,81,1,0,2,1,45
9242,9278,1,11,2,0,1,0,0,346161760,0,9900,0,1470,3,0,2,1,45
9243,9055,1,56,3,0,1,0,0,346161300,1,8482,0,1152,0,3,2,1,45
9244,9252,1,68,1,1,2,1,0,346161698,1,12142,0,135,1,2,2,1,45
9245,9071,1,9,1,1,2,0,0,346161339,1,10361,0,583,0,3,1,1,45
9246,9100,1,20,2,0,1,0,0,346161394,1,2438,0,4968,0,3,2,1,45
9247,9174,1,11,2,0,1,0,0,346161555,1,11132,0,116,1,0,2,1,45
9248,9064,1,54,2,0,1,1,0,346161319,1,10236,0,270,1,0,2,1,45
9249,9273,1,64,8,0,3,0,0,346085623,0,1546,1,2400,0,3,4,1,45
9250,9059,1,95,1,1,2,0,0,345869777,0,9777,0,1609,0,3,1,1,45
9251,9170,1,124,3,0,1,0,0,346161546,0,6561,0,519,1,2,1,1,45
9252,9103,1,4,2,0,1,0,0,346161401,1,8390,0,2007,0,3,1,1,45
9253,9113,1,24,2,0,1,1,0,346161420,0,8934,0,373,1,0,2,1,45
9254,9161,1,54,2,0,1,0,0,346161528,1,10949,1,8,2,1,3,1,45
9255,9280,1,21,2,0,1,0,0,346161762,1,11592,0,443,0,3,2,1,45
9256,9286,1,60,1,1,2,1,0,346161771,1,7631,0,5927,0,3,1,1,45
9257,9225,1,32,2,0,1,0,0,346161647,1,6828,0,2829,4,0,2,1,45
9258,9253,1,66,2,0,1,1,0,346161700,1,6361,0,727,0,3,1,1,45
9259,9229,1,0,2,0,1,0,0,346161652,1,747,0,8,2,1,0,1,45
9260,9101,1,6,2,0,1,0,0,346161396,0,1652,0,8,2,1,2,1,45
9261,9238,1,9,2,0,1,0,0,346161670,0,12250,0,8,2,1,1,1,45
9262,9217,1,11,2,0,1,0,0,346161625,1,10663,0,101,1,0,2,1,45
9263,9219,1,64,2,0,1,0,0,346161630,1,12323,1,8,2,1,3,1,45
9264,9166,1,40,1,1,2,0,0,346161538,1,9893,1,5925,2,3,1,1,45
9265,9257,1,91,3,0,1,0,0,346161713,1,11553,0,202,1,2,2,1,45
9266,9285,1,11,2,0,1,0,0,346161768,0,3897,0,100,1,0,2,1,45
9267,9171,1,0,2,0,1,0,0,346161547,1,1329,0,8,2,1,1,1,45
9268,9083,1,9,2,0,1,1,0,346161364,0,10822,0,45,1,0,2,1,45
9269,9279,1,34,1,1,2,1,0,346161761,0,219,0,5314,1,2,1,1,45
9270,9168,1,0,2,0,1,0,0,346161543,0,9890,0,8,2,1,1,1,45
9271,9082,1,16,3,0,1,0,0,346161362,1,2573,1,9,1,2,1,1,45
9272,9061,1,205,1,1,2,0,0,346161311,1,7258,0,5914,2,3,1,1,45
9273,9221,1,11,2,0,1,0,0,346161639,1,8927,0,37,1,0,2,1,45
9274,9224,1,19,2,0,1,0,0,346161645,1,9972,0,3276,0,3,2,1,45
9275,9230,1,6,2,0,1,1,0,346161654,0,9887,0,8,2,1,2,1,45
9276,9281,1,9,2,0,1,1,0,346161763,1,10349,0,8,2,1,2,1,45
9277,9277,1,35,2,0,1,1,0,346161758,0,4705,0,4077,0,0,2,1,45
9278,9167,1,11,2,0,1,0,0,346161541,1,10938,0,101,1,0,2,1,45
9279,9158,1,230,8,0,3,1,0,346161524,1,8600,0,2736,1,2,4,1,45
9280,9274,1,196,2,0,1,0,0,346161753,1,3743,0,4355,0,3,2,1,45
9281,9051,1,21,2,0,1,0,0,346161294,1,4676,0,14,1,0,2,1,45
9282,9054,1,52,1,1,2,0,0,345950875,0,4989,0,2894,0,3,1,1,45
9283,9085,1,11,2,0,1,0,0,346161368,1,3366,0,28,1,0,2,1,45
9284,9227,1,11,2,0,1,1,0,346161650,1,10650,0,22,1,0,2,1,45
